JBCXM__Account__r.Data_ExternalId__c,Name,JBCXM__Date__c,Page_Visits__c,Page_Views__c,No_of_Report_Run__c,Files_Downloaded__c,Emails_Sent_Count__c,No_of_Campaigns__c,Active_Users__c,DB_Size__c,Leads__c
Adoption Test - Account 78,ACCOUNTLEVEL,-11,19,21,98,107,105,42,945,5743,17137
Adoption Test - Account 79,ACCOUNTLEVEL,-11,44,40,154,44,155,43,277,7587,12017
Adoption Test - Account 80,ACCOUNTLEVEL,-11,57,11,179,38,233,49,418,2859,6249
Adoption Test - Account 81,ACCOUNTLEVEL,-11,11,47,193,46,123,45,456,3990,15165
Adoption Test - Account 82,ACCOUNTLEVEL,-11,100,19,159,88,125,28,421,3581,7349
Adoption Test - Account 83,ACCOUNTLEVEL,-11,55,30,160,88,152,18,228,9371,9448
Adoption Test - Account 84,ACCOUNTLEVEL,-11,93,26,183,59,215,56,491,7528,6179
Adoption Test - Account 85,ACCOUNTLEVEL,-11,2,50,114,73,104,6,277,8253,13996
Adoption Test - Account 86,ACCOUNTLEVEL,-11,21,44,180,14,209,4,661,6674,5184
Adoption Test - Account 87,ACCOUNTLEVEL,-11,66,29,151,130,221,29,473,457,19655
Adoption Test - Account 88,ACCOUNTLEVEL,-11,37,14,52,86,144,28,952,7564,3038
Adoption Test - Account 89,ACCOUNTLEVEL,-11,32,21,132,132,215,18,899,1458,1978
Adoption Test - Account 90,ACCOUNTLEVEL,-11,20,48,182,18,184,31,48,4041,4870
Adoption Test - Account 91,ACCOUNTLEVEL,-11,72,32,165,2,233,2,14,8094,18114
Adoption Test - Account 92,ACCOUNTLEVEL,-11,75,32,182,121,101,9,927,4631,10069
Adoption Test - Account 93,ACCOUNTLEVEL,-11,78,47,140,107,164,54,538,4819,5671
Adoption Test - Account 94,ACCOUNTLEVEL,-11,29,14,87,28,133,57,54,237,17968
Adoption Test - Account 95,ACCOUNTLEVEL,-11,36,45,65,75,189,27,374,6078,19113
Adoption Test - Account 96,ACCOUNTLEVEL,-11,48,10,164,29,232,17,562,898,13652
Adoption Test - Account 97,ACCOUNTLEVEL,-11,62,30,157,49,201,50,978,9319,623
Adoption Test - Account 98,ACCOUNTLEVEL,-11,72,13,109,17,201,10,6,9318,4547
Adoption Test - Account 99,ACCOUNTLEVEL,-11,4,40,157,147,185,48,139,7889,9256
Adoption Test - Account 100,ACCOUNTLEVEL,-11,35,17,167,55,157,9,546,3415,1333
Adoption Test - Account 101,ACCOUNTLEVEL,-11,51,41,64,18,193,9,427,9536,8781
Adoption Test - Account 102,ACCOUNTLEVEL,-11,72,14,85,122,136,60,485,2830,18482
Adoption Test - Account 103,ACCOUNTLEVEL,-11,96,31,105,106,113,34,775,9644,2282
Adoption Test - Account 104,ACCOUNTLEVEL,-11,4,47,50,123,141,54,539,4238,9823
Adoption Test - Account 105,ACCOUNTLEVEL,-11,62,49,160,90,118,6,210,4041,15216
Adoption Test - Account 106,ACCOUNTLEVEL,-11,32,31,138,17,248,6,325,9952,7227
Adoption Test - Account 107,ACCOUNTLEVEL,-11,5,19,171,46,207,57,340,3860,2628
Adoption Test - Account 108,ACCOUNTLEVEL,-11,87,36,53,54,206,7,775,3034,9045
Adoption Test - Account 109,ACCOUNTLEVEL,-11,6,44,131,136,169,25,677,8778,17997
Adoption Test - Account 110,ACCOUNTLEVEL,-11,96,44,64,10,199,45,932,8310,18689
Adoption Test - Account 111,ACCOUNTLEVEL,-11,90,15,163,58,165,11,107,1095,3912
Adoption Test - Account 112,ACCOUNTLEVEL,-11,82,41,64,119,103,42,840,508,5301
Adoption Test - Account 113,ACCOUNTLEVEL,-11,36,42,69,22,105,4,228,5846,11335
Adoption Test - Account 114,ACCOUNTLEVEL,-11,29,41,92,7,146,40,762,4596,3460
Adoption Test - Account 115,ACCOUNTLEVEL,-11,9,21,84,87,231,35,957,7587,7745
Adoption Test - Account 116,ACCOUNTLEVEL,-11,58,44,66,115,234,47,644,9256,13732
Adoption Test - Account 117,ACCOUNTLEVEL,-11,83,16,62,83,187,59,387,2567,15064
Adoption Test - Account 118,ACCOUNTLEVEL,-11,87,42,61,13,117,59,192,5775,4003
Adoption Test - Account 1,ACCOUNTLEVEL,-10,14,34,138,118,113,43,823,7864,5185
Adoption Test - Account 2,ACCOUNTLEVEL,-10,23,11,108,29,145,48,295,9521,4490
Adoption Test - Account 3,ACCOUNTLEVEL,-10,55,31,129,41,219,15,55,6540,17989
Adoption Test - Account 4,ACCOUNTLEVEL,-10,86,38,57,35,129,3,760,6103,10318
Adoption Test - Account 5,ACCOUNTLEVEL,-10,58,35,158,105,102,18,679,4600,1702
Adoption Test - Account 6,ACCOUNTLEVEL,-10,17,44,131,95,228,59,30,1901,4743
Adoption Test - Account 7,ACCOUNTLEVEL,-10,2,41,188,141,207,7,721,3785,18256
Adoption Test - Account 8,ACCOUNTLEVEL,-10,55,10,75,81,134,55,252,6841,17308
Adoption Test - Account 9,ACCOUNTLEVEL,-10,17,48,115,59,192,49,566,2283,6045
Adoption Test - Account 10,ACCOUNTLEVEL,-10,54,29,159,145,208,12,542,6115,8245
Adoption Test - Account 11,ACCOUNTLEVEL,-10,11,41,131,115,250,31,205,8750,5504
Adoption Test - Account 12,ACCOUNTLEVEL,-10,92,50,100,25,233,18,612,2827,18305
Adoption Test - Account 13,ACCOUNTLEVEL,-10,72,41,166,7,112,45,163,6977,1209
Adoption Test - Account 14,ACCOUNTLEVEL,-10,10,27,81,36,246,48,392,9087,1833
Adoption Test - Account 15,ACCOUNTLEVEL,-10,46,50,131,25,133,9,581,9859,16533
Adoption Test - Account 16,ACCOUNTLEVEL,-10,68,27,165,92,177,27,60,9220,6100
Adoption Test - Account 17,ACCOUNTLEVEL,-10,17,31,144,56,114,51,273,2486,7243
Adoption Test - Account 18,ACCOUNTLEVEL,-10,3,47,109,129,181,44,400,3385,7132
Adoption Test - Account 19,ACCOUNTLEVEL,-10,33,10,80,109,133,17,945,8626,17219
Adoption Test - Account 20,ACCOUNTLEVEL,-10,4,20,54,79,136,20,330,2250,6494
Adoption Test - Account 21,ACCOUNTLEVEL,-10,56,13,73,107,176,44,62,1745,11922
Adoption Test - Account 22,ACCOUNTLEVEL,-10,43,44,129,138,211,11,166,6843,6758
Adoption Test - Account 23,ACCOUNTLEVEL,-10,5,42,162,33,100,21,255,5175,12151
Adoption Test - Account 24,ACCOUNTLEVEL,-10,63,21,141,75,102,23,708,5945,18319
Adoption Test - Account 25,ACCOUNTLEVEL,-10,45,14,148,99,205,54,313,6742,9879
Adoption Test - Account 26,ACCOUNTLEVEL,-10,34,34,119,136,208,10,959,3497,12102
Adoption Test - Account 27,ACCOUNTLEVEL,-10,95,27,157,103,111,28,672,5824,10398
Adoption Test - Account 28,ACCOUNTLEVEL,-10,23,33,84,60,147,59,109,1924,18396
Adoption Test - Account 29,ACCOUNTLEVEL,-10,38,18,106,12,224,9,924,816,320
Adoption Test - Account 30,ACCOUNTLEVEL,-10,81,12,167,138,232,33,985,5670,9266
Adoption Test - Account 31,ACCOUNTLEVEL,-10,93,26,58,44,199,55,421,1653,13151
Adoption Test - Account 32,ACCOUNTLEVEL,-10,19,38,56,55,157,55,889,246,4848
Adoption Test - Account 33,ACCOUNTLEVEL,-10,62,13,183,77,248,37,326,834,5797
Adoption Test - Account 34,ACCOUNTLEVEL,-10,4,26,84,67,192,24,216,4123,13231
Adoption Test - Account 35,ACCOUNTLEVEL,-10,54,41,149,65,230,28,141,3131,17107
Adoption Test - Account 36,ACCOUNTLEVEL,-10,36,33,185,89,213,53,389,9541,16827
Adoption Test - Account 37,ACCOUNTLEVEL,-10,5,25,56,136,154,39,306,732,12882
Adoption Test - Account 38,ACCOUNTLEVEL,-10,53,33,98,146,165,15,361,8164,12379
Adoption Test - Account 39,ACCOUNTLEVEL,-10,55,37,82,82,235,51,927,3631,11377
Adoption Test - Account 40,ACCOUNTLEVEL,-10,5,50,184,75,231,30,717,7636,17293
Adoption Test - Account 41,ACCOUNTLEVEL,-10,43,33,173,133,123,42,364,1397,8944
Adoption Test - Account 42,ACCOUNTLEVEL,-10,8,42,60,60,223,1,630,7179,18405
Adoption Test - Account 43,ACCOUNTLEVEL,-10,23,45,52,61,139,38,747,6804,1496
Adoption Test - Account 44,ACCOUNTLEVEL,-10,100,17,194,50,134,45,37,6895,10498
Adoption Test - Account 45,ACCOUNTLEVEL,-10,53,50,66,74,151,20,235,6695,10790
Adoption Test - Account 46,ACCOUNTLEVEL,-10,95,47,106,129,186,60,2,8709,17189
Adoption Test - Account 47,ACCOUNTLEVEL,-10,0,24,83,101,248,11,740,9379,1871
Adoption Test - Account 48,ACCOUNTLEVEL,-10,26,29,138,107,128,8,49,6862,16609
Adoption Test - Account 49,ACCOUNTLEVEL,-10,3,37,53,112,106,24,182,1308,8009
Adoption Test - Account 50,ACCOUNTLEVEL,-10,44,45,129,68,107,31,950,6657,3125
Adoption Test - Account 51,ACCOUNTLEVEL,-10,72,23,171,14,134,41,396,7200,7645
Adoption Test - Account 52,ACCOUNTLEVEL,-10,95,20,133,84,113,29,791,9285,17567
Adoption Test - Account 53,ACCOUNTLEVEL,-10,20,15,73,71,177,50,477,3592,11670
Adoption Test - Account 54,ACCOUNTLEVEL,-10,51,13,182,85,134,59,569,7078,7701
Adoption Test - Account 55,ACCOUNTLEVEL,-10,8,15,76,13,142,37,394,8801,16258
Adoption Test - Account 56,ACCOUNTLEVEL,-10,96,23,122,30,167,60,267,1458,19244
Adoption Test - Account 57,ACCOUNTLEVEL,-10,9,26,169,137,157,40,807,4199,4505
Adoption Test - Account 58,ACCOUNTLEVEL,-10,87,21,165,13,102,58,566,1309,16685
Adoption Test - Account 59,ACCOUNTLEVEL,-10,65,35,129,115,153,34,961,5897,16472
Adoption Test - Account 60,ACCOUNTLEVEL,-10,40,19,142,86,246,26,207,9459,10318
Adoption Test - Account 61,ACCOUNTLEVEL,-10,30,11,161,60,191,13,235,5605,10074
Adoption Test - Account 62,ACCOUNTLEVEL,-10,1,37,107,92,231,29,462,1416,9347
Adoption Test - Account 63,ACCOUNTLEVEL,-10,2,15,77,52,119,50,878,3599,1578
Adoption Test - Account 64,ACCOUNTLEVEL,-10,33,10,80,129,234,45,71,8029,12213
Adoption Test - Account 65,ACCOUNTLEVEL,-10,8,31,167,125,105,35,513,353,18848
Adoption Test - Account 66,ACCOUNTLEVEL,-10,36,38,111,130,203,55,22,2796,13544
Adoption Test - Account 67,ACCOUNTLEVEL,-10,34,19,182,42,157,4,717,5193,5571
Adoption Test - Account 68,ACCOUNTLEVEL,-10,1,39,128,129,218,47,821,1719,3292
Adoption Test - Account 69,ACCOUNTLEVEL,-10,86,31,162,2,161,9,268,1446,4730
Adoption Test - Account 70,ACCOUNTLEVEL,-10,26,13,75,88,225,3,561,6062,4423
Adoption Test - Account 71,ACCOUNTLEVEL,-10,14,19,121,59,164,55,16,4445,19983
Adoption Test - Account 72,ACCOUNTLEVEL,-10,40,42,64,67,167,60,104,6028,6449
Adoption Test - Account 73,ACCOUNTLEVEL,-10,9,34,174,16,120,3,354,8309,15551
Adoption Test - Account 74,ACCOUNTLEVEL,-10,6,36,62,116,169,18,649,6299,17198
Adoption Test - Account 75,ACCOUNTLEVEL,-10,48,24,172,82,203,56,893,978,16544
Adoption Test - Account 76,ACCOUNTLEVEL,-10,93,36,192,117,116,38,180,6496,11755
Adoption Test - Account 77,ACCOUNTLEVEL,-10,26,14,144,128,231,45,99,2897,4983
Adoption Test - Account 78,ACCOUNTLEVEL,-10,20,19,55,149,203,46,925,9433,7309
Adoption Test - Account 79,ACCOUNTLEVEL,-10,99,33,172,96,206,58,628,2841,17924
Adoption Test - Account 80,ACCOUNTLEVEL,-10,15,45,150,116,243,42,401,9434,3816
Adoption Test - Account 81,ACCOUNTLEVEL,-10,17,35,121,90,157,5,474,6624,437
Adoption Test - Account 82,ACCOUNTLEVEL,-10,18,26,125,20,121,28,666,2030,3230
Adoption Test - Account 83,ACCOUNTLEVEL,-10,57,20,63,86,235,32,263,1387,4578
Adoption Test - Account 84,ACCOUNTLEVEL,-10,42,32,149,49,145,35,208,8088,6515
Adoption Test - Account 85,ACCOUNTLEVEL,-10,18,47,82,65,192,2,608,3494,3798
Adoption Test - Account 86,ACCOUNTLEVEL,-10,88,26,61,111,124,53,271,1602,6845
Adoption Test - Account 87,ACCOUNTLEVEL,-10,54,21,56,38,134,55,243,4847,17298
Adoption Test - Account 88,ACCOUNTLEVEL,-10,4,40,108,83,178,10,834,8194,1514
Adoption Test - Account 89,ACCOUNTLEVEL,-10,61,12,136,110,122,18,744,1635,1481
Adoption Test - Account 90,ACCOUNTLEVEL,-10,2,37,105,17,142,46,440,7283,18758
Adoption Test - Account 91,ACCOUNTLEVEL,-10,16,41,143,96,150,38,301,9906,17722
Adoption Test - Account 92,ACCOUNTLEVEL,-10,57,47,151,124,158,16,367,3376,16361
Adoption Test - Account 93,ACCOUNTLEVEL,-10,8,16,66,138,167,31,736,4292,18167
Adoption Test - Account 94,ACCOUNTLEVEL,-10,54,35,74,15,112,28,126,4748,13928
Adoption Test - Account 95,ACCOUNTLEVEL,-10,14,40,193,81,151,47,345,6954,19011
Adoption Test - Account 96,ACCOUNTLEVEL,-10,51,36,55,104,130,32,991,2820,12125
Adoption Test - Account 97,ACCOUNTLEVEL,-10,21,12,135,18,215,47,602,8839,5562
Adoption Test - Account 98,ACCOUNTLEVEL,-10,90,12,98,15,106,34,775,9433,5095
Adoption Test - Account 99,ACCOUNTLEVEL,-10,0,42,59,17,196,49,88,2846,3640
Adoption Test - Account 100,ACCOUNTLEVEL,-10,30,10,70,32,207,17,81,7879,15628
Adoption Test - Account 101,ACCOUNTLEVEL,-10,74,28,171,116,128,2,280,749,19950
Adoption Test - Account 102,ACCOUNTLEVEL,-10,18,19,93,42,177,24,693,8931,17651
Adoption Test - Account 103,ACCOUNTLEVEL,-10,75,40,64,139,148,7,6,6183,3842
Adoption Test - Account 104,ACCOUNTLEVEL,-10,55,39,167,58,163,15,729,1026,6963
Adoption Test - Account 105,ACCOUNTLEVEL,-10,92,47,200,85,157,56,148,8824,4510
Adoption Test - Account 106,ACCOUNTLEVEL,-10,21,11,178,30,217,55,471,6394,145
Adoption Test - Account 107,ACCOUNTLEVEL,-10,96,35,197,150,214,22,702,1654,18358
Adoption Test - Account 108,ACCOUNTLEVEL,-10,13,13,80,133,250,22,213,2336,17002
Adoption Test - Account 109,ACCOUNTLEVEL,-10,74,31,72,57,153,46,68,7831,656
Adoption Test - Account 110,ACCOUNTLEVEL,-10,95,30,99,113,249,37,932,7437,10099
Adoption Test - Account 111,ACCOUNTLEVEL,-10,88,36,99,10,224,35,224,9395,18534
Adoption Test - Account 112,ACCOUNTLEVEL,-10,61,13,197,145,247,59,638,9774,18485
Adoption Test - Account 113,ACCOUNTLEVEL,-10,34,16,166,77,188,26,145,8974,17949
Adoption Test - Account 114,ACCOUNTLEVEL,-10,23,50,155,112,180,33,354,2606,17829
Adoption Test - Account 115,ACCOUNTLEVEL,-10,2,35,55,19,231,48,1000,2063,14099
Adoption Test - Account 116,ACCOUNTLEVEL,-10,84,12,65,32,156,42,891,5709,108
Adoption Test - Account 117,ACCOUNTLEVEL,-10,82,18,199,24,207,55,432,6065,16637
Adoption Test - Account 118,ACCOUNTLEVEL,-10,41,21,101,82,171,44,873,209,14218
Adoption Test - Account 1,ACCOUNTLEVEL,-9,33,24,132,146,131,52,307,1900,6912
Adoption Test - Account 2,ACCOUNTLEVEL,-9,41,39,151,147,233,15,771,2470,12632
Adoption Test - Account 3,ACCOUNTLEVEL,-9,2,18,166,20,208,11,882,7349,4418
Adoption Test - Account 4,ACCOUNTLEVEL,-9,61,28,119,130,182,27,967,2911,10479
Adoption Test - Account 5,ACCOUNTLEVEL,-9,85,32,163,58,144,17,217,565,9364
Adoption Test - Account 6,ACCOUNTLEVEL,-9,82,45,174,35,246,45,87,9664,9126
Adoption Test - Account 7,ACCOUNTLEVEL,-9,77,11,77,149,238,4,813,5040,11320
Adoption Test - Account 8,ACCOUNTLEVEL,-9,9,48,156,138,147,27,510,5201,12485
Adoption Test - Account 9,ACCOUNTLEVEL,-9,80,33,175,65,245,6,43,3127,11679
Adoption Test - Account 10,ACCOUNTLEVEL,-9,78,31,69,49,121,58,315,2034,11972
Adoption Test - Account 11,ACCOUNTLEVEL,-9,96,16,164,47,146,35,596,9751,15163
Adoption Test - Account 12,ACCOUNTLEVEL,-9,13,13,57,85,204,40,527,6832,14258
Adoption Test - Account 13,ACCOUNTLEVEL,-9,64,35,71,103,218,2,651,5929,11031
Adoption Test - Account 14,ACCOUNTLEVEL,-9,56,10,167,120,202,23,573,9048,325
Adoption Test - Account 15,ACCOUNTLEVEL,-9,10,30,121,20,191,15,147,7300,12710
Adoption Test - Account 16,ACCOUNTLEVEL,-9,52,10,194,23,175,36,240,399,18284
Adoption Test - Account 17,ACCOUNTLEVEL,-9,33,33,62,109,184,34,648,3285,17958
Adoption Test - Account 18,ACCOUNTLEVEL,-9,72,47,169,60,214,24,269,1143,14748
Adoption Test - Account 19,ACCOUNTLEVEL,-9,1,29,117,121,173,41,148,8555,5582
Adoption Test - Account 20,ACCOUNTLEVEL,-9,55,32,122,15,192,54,880,9258,1191
Adoption Test - Account 21,ACCOUNTLEVEL,-9,100,41,118,21,203,29,80,7128,14074
Adoption Test - Account 22,ACCOUNTLEVEL,-9,75,12,99,71,185,49,317,6745,1188
Adoption Test - Account 23,ACCOUNTLEVEL,-9,66,33,114,64,117,49,14,9475,4971
Adoption Test - Account 24,ACCOUNTLEVEL,-9,92,45,75,47,238,24,450,5178,3640
Adoption Test - Account 25,ACCOUNTLEVEL,-9,2,27,70,12,181,43,808,721,6319
Adoption Test - Account 26,ACCOUNTLEVEL,-9,14,34,140,17,117,25,781,2756,11433
Adoption Test - Account 27,ACCOUNTLEVEL,-9,15,48,196,150,118,22,771,467,18864
Adoption Test - Account 28,ACCOUNTLEVEL,-9,37,15,180,5,148,54,912,3468,18436
Adoption Test - Account 29,ACCOUNTLEVEL,-9,58,35,192,41,161,37,917,9589,7502
Adoption Test - Account 30,ACCOUNTLEVEL,-9,9,21,188,121,171,21,468,5181,18946
Adoption Test - Account 31,ACCOUNTLEVEL,-9,94,17,156,80,181,2,958,4624,5531
Adoption Test - Account 32,ACCOUNTLEVEL,-9,18,37,198,14,190,56,117,1516,3932
Adoption Test - Account 33,ACCOUNTLEVEL,-9,40,40,186,139,102,44,631,9693,1360
Adoption Test - Account 34,ACCOUNTLEVEL,-9,85,50,179,107,145,17,25,5863,5564
Adoption Test - Account 35,ACCOUNTLEVEL,-9,66,25,83,43,138,23,718,4653,17095
Adoption Test - Account 36,ACCOUNTLEVEL,-9,79,39,88,40,125,24,68,3183,4334
Adoption Test - Account 37,ACCOUNTLEVEL,-9,50,22,155,75,142,4,35,9568,452
Adoption Test - Account 38,ACCOUNTLEVEL,-9,74,26,58,118,223,27,101,4932,3616
Adoption Test - Account 39,ACCOUNTLEVEL,-9,97,14,176,139,159,30,145,2809,6223
Adoption Test - Account 40,ACCOUNTLEVEL,-9,67,25,101,59,184,2,206,5829,4310
Adoption Test - Account 41,ACCOUNTLEVEL,-9,69,49,119,79,165,49,296,7849,2904
Adoption Test - Account 42,ACCOUNTLEVEL,-9,33,37,80,55,213,45,882,8861,3535
Adoption Test - Account 43,ACCOUNTLEVEL,-9,63,49,195,82,189,40,757,9237,10024
Adoption Test - Account 44,ACCOUNTLEVEL,-9,17,48,164,126,247,14,729,9127,12472
Adoption Test - Account 45,ACCOUNTLEVEL,-9,11,36,66,52,180,36,135,7144,18413
Adoption Test - Account 46,ACCOUNTLEVEL,-9,26,13,182,47,103,37,235,5589,7943
Adoption Test - Account 47,ACCOUNTLEVEL,-9,49,44,114,49,126,23,144,7135,13022
Adoption Test - Account 48,ACCOUNTLEVEL,-9,68,10,86,9,194,19,222,6667,9450
Adoption Test - Account 49,ACCOUNTLEVEL,-9,70,13,182,46,241,33,458,391,6865
Adoption Test - Account 50,ACCOUNTLEVEL,-9,20,15,156,130,169,42,511,6686,10684
Adoption Test - Account 51,ACCOUNTLEVEL,-9,31,23,84,104,213,40,861,6291,6477
Adoption Test - Account 52,ACCOUNTLEVEL,-9,79,37,61,67,218,56,176,5631,10421
Adoption Test - Account 53,ACCOUNTLEVEL,-9,15,18,176,146,160,42,971,3838,16897
Adoption Test - Account 54,ACCOUNTLEVEL,-9,50,26,90,108,146,19,636,6150,12237
Adoption Test - Account 55,ACCOUNTLEVEL,-9,3,31,114,20,172,7,699,563,16915
Adoption Test - Account 56,ACCOUNTLEVEL,-9,0,38,183,106,204,17,390,6553,1806
Adoption Test - Account 57,ACCOUNTLEVEL,-9,61,39,72,117,182,14,393,1061,205
Adoption Test - Account 58,ACCOUNTLEVEL,-9,30,42,116,25,235,57,977,7331,2375
Adoption Test - Account 59,ACCOUNTLEVEL,-9,83,26,96,123,135,25,378,8141,18612
Adoption Test - Account 60,ACCOUNTLEVEL,-9,67,31,105,51,193,44,732,282,16637
Adoption Test - Account 61,ACCOUNTLEVEL,-9,88,47,70,42,102,52,552,9410,13729
Adoption Test - Account 62,ACCOUNTLEVEL,-9,82,44,78,44,217,46,121,5590,11633
Adoption Test - Account 63,ACCOUNTLEVEL,-9,34,24,85,114,243,8,359,6159,2880
Adoption Test - Account 64,ACCOUNTLEVEL,-9,60,15,118,126,187,42,695,8247,19703
Adoption Test - Account 65,ACCOUNTLEVEL,-9,100,13,74,42,112,8,889,30,8814
Adoption Test - Account 66,ACCOUNTLEVEL,-9,51,49,93,108,182,54,4,8845,14970
Adoption Test - Account 67,ACCOUNTLEVEL,-9,62,12,90,6,170,24,888,2795,19252
Adoption Test - Account 68,ACCOUNTLEVEL,-9,99,21,76,132,216,26,456,6926,7838
Adoption Test - Account 69,ACCOUNTLEVEL,-9,79,50,92,99,182,34,49,2523,3491
Adoption Test - Account 70,ACCOUNTLEVEL,-9,22,13,133,25,107,25,253,4851,10709
Adoption Test - Account 71,ACCOUNTLEVEL,-9,57,17,87,70,214,22,182,686,5089
Adoption Test - Account 72,ACCOUNTLEVEL,-9,14,22,69,13,192,57,588,8584,13520
Adoption Test - Account 73,ACCOUNTLEVEL,-9,37,36,92,3,210,52,3,8102,19884
Adoption Test - Account 74,ACCOUNTLEVEL,-9,25,22,95,77,107,56,703,7600,492
Adoption Test - Account 75,ACCOUNTLEVEL,-9,33,23,186,125,207,29,851,302,8983
Adoption Test - Account 76,ACCOUNTLEVEL,-9,55,18,101,22,116,52,112,8796,18621
Adoption Test - Account 77,ACCOUNTLEVEL,-9,70,33,60,112,196,34,769,8787,5924
Adoption Test - Account 78,ACCOUNTLEVEL,-9,43,48,173,76,211,13,722,9612,4837
Adoption Test - Account 79,ACCOUNTLEVEL,-9,6,20,128,24,110,17,720,9748,16263
Adoption Test - Account 80,ACCOUNTLEVEL,-9,65,28,53,117,204,34,236,2602,16734
Adoption Test - Account 81,ACCOUNTLEVEL,-9,65,31,188,113,219,6,193,2399,15520
Adoption Test - Account 82,ACCOUNTLEVEL,-9,36,32,93,73,169,60,627,3128,9710
Adoption Test - Account 83,ACCOUNTLEVEL,-9,86,16,173,136,120,16,82,264,9633
Adoption Test - Account 84,ACCOUNTLEVEL,-9,44,39,171,64,196,6,963,4540,3456
Adoption Test - Account 85,ACCOUNTLEVEL,-9,24,47,63,62,142,4,611,8689,7987
Adoption Test - Account 86,ACCOUNTLEVEL,-9,98,45,189,44,127,21,162,6623,1051
Adoption Test - Account 87,ACCOUNTLEVEL,-9,76,24,91,6,108,32,426,3103,697
Adoption Test - Account 88,ACCOUNTLEVEL,-9,90,26,88,33,205,1,582,9748,14928
Adoption Test - Account 89,ACCOUNTLEVEL,-9,33,20,61,142,115,52,827,987,14167
Adoption Test - Account 90,ACCOUNTLEVEL,-9,10,12,96,19,119,59,660,873,5735
Adoption Test - Account 91,ACCOUNTLEVEL,-9,63,50,72,26,239,43,837,8997,6716
Adoption Test - Account 92,ACCOUNTLEVEL,-9,55,39,128,26,183,19,434,6835,15639
Adoption Test - Account 93,ACCOUNTLEVEL,-9,81,37,67,74,231,19,315,1641,19817
Adoption Test - Account 94,ACCOUNTLEVEL,-9,2,22,57,91,121,6,900,7851,6370
Adoption Test - Account 95,ACCOUNTLEVEL,-9,81,28,179,76,134,32,941,7175,16740
Adoption Test - Account 96,ACCOUNTLEVEL,-9,86,12,181,75,237,2,413,1994,2843
Adoption Test - Account 97,ACCOUNTLEVEL,-9,52,42,180,107,192,50,972,7793,15149
Adoption Test - Account 98,ACCOUNTLEVEL,-9,20,49,89,67,205,57,929,4021,283
Adoption Test - Account 99,ACCOUNTLEVEL,-9,15,40,180,106,167,30,379,4017,17929
Adoption Test - Account 100,ACCOUNTLEVEL,-9,7,30,51,73,188,53,41,7672,17869
Adoption Test - Account 101,ACCOUNTLEVEL,-9,47,50,118,144,189,51,936,9753,3146
Adoption Test - Account 102,ACCOUNTLEVEL,-9,45,15,197,26,110,31,265,4360,8001
Adoption Test - Account 103,ACCOUNTLEVEL,-9,73,33,120,28,134,14,634,6314,760
Adoption Test - Account 104,ACCOUNTLEVEL,-9,26,46,119,100,201,50,339,6757,12086
Adoption Test - Account 105,ACCOUNTLEVEL,-9,83,15,158,51,225,38,843,2498,3045
Adoption Test - Account 106,ACCOUNTLEVEL,-9,80,45,61,86,129,13,136,416,16353
Adoption Test - Account 107,ACCOUNTLEVEL,-9,14,31,142,108,104,16,761,9141,17144
Adoption Test - Account 108,ACCOUNTLEVEL,-9,67,39,60,69,200,20,107,5790,15123
Adoption Test - Account 109,ACCOUNTLEVEL,-9,100,27,136,7,188,51,952,7836,11244
Adoption Test - Account 110,ACCOUNTLEVEL,-9,52,35,74,5,195,56,389,4734,7396
Adoption Test - Account 111,ACCOUNTLEVEL,-9,68,20,157,119,208,22,445,8471,6490
Adoption Test - Account 112,ACCOUNTLEVEL,-9,32,26,174,83,127,52,775,9216,12740
Adoption Test - Account 113,ACCOUNTLEVEL,-9,75,35,154,97,246,51,213,3529,1179
Adoption Test - Account 114,ACCOUNTLEVEL,-9,28,17,107,66,151,29,456,6464,19562
Adoption Test - Account 115,ACCOUNTLEVEL,-9,88,22,192,69,241,19,322,5810,15148
Adoption Test - Account 116,ACCOUNTLEVEL,-9,10,48,92,69,168,8,607,9580,1146
Adoption Test - Account 117,ACCOUNTLEVEL,-9,99,38,156,85,166,48,22,2380,12488
Adoption Test - Account 118,ACCOUNTLEVEL,-9,58,41,193,108,114,50,345,7213,19943
Adoption Test - Account 1,ACCOUNTLEVEL,-8,3,33,149,119,103,53,252,4002,5721
Adoption Test - Account 2,ACCOUNTLEVEL,-8,13,17,165,59,146,18,406,5591,828
Adoption Test - Account 3,ACCOUNTLEVEL,-8,82,28,164,137,104,36,291,9668,754
Adoption Test - Account 4,ACCOUNTLEVEL,-8,2,23,91,45,183,54,818,5397,12954
Adoption Test - Account 5,ACCOUNTLEVEL,-8,25,46,160,59,174,1,663,8435,7912
Adoption Test - Account 6,ACCOUNTLEVEL,-8,3,33,107,72,221,1,634,6704,5109
Adoption Test - Account 7,ACCOUNTLEVEL,-8,92,15,67,18,122,50,540,6697,13638
Adoption Test - Account 8,ACCOUNTLEVEL,-8,44,10,80,48,103,26,604,3015,3756
Adoption Test - Account 9,ACCOUNTLEVEL,-8,60,28,170,129,250,5,25,8447,12304
Adoption Test - Account 10,ACCOUNTLEVEL,-8,13,33,111,134,193,32,6,3997,4001
Adoption Test - Account 11,ACCOUNTLEVEL,-8,17,50,141,122,130,31,648,1738,4148
Adoption Test - Account 12,ACCOUNTLEVEL,-8,13,10,109,133,124,36,469,6015,17065
