Account,Name,Date,Page_Visits__c,Page_Views__c,No_of_Report_Run__c,Files_Downloaded__c,Emails_Sent_Count__c,No_of_Campaigns__c,Active_Users__c,DB_Size__c,Leads__c
CONSORCIO DE ALIM DEL CARIBE SA DE CV,ACCOUNTLEVEL,-11,16906,9142,2736,518,500,885,87,1131,2374
PRODUCCIONES AGRICOLA DE TABASCO SA CV,ACCOUNTLEVEL,-11,3522,6978,11552,17528,520,996,231,1374,1658
RICARDO ALEJANDRO DE LEON PEDROZA,ACCOUNTLEVEL,-11,9905,16974,17359,6183,800,684,147,1459,1824
M&M SERVICE CO,ACCOUNTLEVEL,-11,5748,18909,813,9558,461,763,210,1621,2202
CARROLLTON FARMERS ELEVATOR CO,ACCOUNTLEVEL,-11,8161,11508,15730,666,640,675,78,1110,1787
L and P Financial Services Co,ACCOUNTLEVEL,-11,6382,10399,1818,1895,590,1057,122,1859,1779
Ingenieria y Maquinaria de Guadalupe SA de CV,ACCOUNTLEVEL,-11,18394,12262,3349,5655,467,751,189,1148,2287
CATMADER SL,ACCOUNTLEVEL,-11,3894,11309,14931,8152,523,791,463,1583,2051
Tekno Inc,ACCOUNTLEVEL,-11,10831,9393,15327,17647,726,864,7,1383,1532
LUIS MANUEL REYES VAZQUEZ,ACCOUNTLEVEL,-11,12189,8122,7918,6957,732,1004,457,1002,2067
COMPUESPECIALISTAS DE SONORA SA DE CV,ACCOUNTLEVEL,-11,14047,2096,13415,11455,607,720,152,1260,1896
CRIBAS Y ARRENDAMIENTOS SA DE CV,ACCOUNTLEVEL,-11,14484,1300,18473,15638,365,805,118,1705,1920
PRODUCTOS CRIBADOS DEL NOROESTE SA DE CV,ACCOUNTLEVEL,-11,13221,4738,11674,5289,481,1038,387,1952,1825
COMERGALV SA DE CV,ACCOUNTLEVEL,-11,9726,2589,12501,7811,797,1029,204,1467,2466
FABRICA DE HIGIENICOS Y TUBOS DECARTON SA DE CV,ACCOUNTLEVEL,-11,496,2862,3136,17269,371,1082,50,1222,1923
ORGANIZACION EMPRESARIAL POSTES Y CONSTRUCCIONES S,ACCOUNTLEVEL,-11,13264,1009,18033,10941,405,680,171,1191,1755
Pintura Estampado y Montaje Sapi de CV,ACCOUNTLEVEL,-11,2283,17737,11932,6756,764,1033,124,1835,2137
PROD Y DIS VER FRESCAS GUIJOSA SC RL CV,ACCOUNTLEVEL,-11,7694,1359,16248,648,751,975,83,1645,2249
TERENTRO SA DE CV,ACCOUNTLEVEL,-11,2047,15090,8303,14835,359,1085,367,1044,1706
FUNTASTIC LIMITED,ACCOUNTLEVEL,-11,643,13058,17335,8315,753,1058,473,1642,1912
DeeTag USA,ACCOUNTLEVEL,-11,9051,9121,1558,17481,351,705,16,1588,2363
Lakeland Village,ACCOUNTLEVEL,-11,18267,10772,18836,10826,756,1045,493,1533,1826
CHAOAN SWEET BEST FOOD CO LTD,ACCOUNTLEVEL,-11,2968,2277,6062,3062,574,1011,85,1593,2444
Cadbury Beverages Div Cadbury,ACCOUNTLEVEL,-11,2627,4322,11364,3445,732,821,254,1694,2446
Do not Use1,ACCOUNTLEVEL,-11,10060,9127,6987,17173,307,965,450,1240,1997
Oil Chem Research Corp,ACCOUNTLEVEL,-11,5399,17760,9329,1300,351,722,420,1885,1787
LICK ELEVATOR,ACCOUNTLEVEL,-11,6613,16593,9472,15813,731,721,31,1312,2441
Quanex Screens LLC,ACCOUNTLEVEL,-11,18656,13361,1181,12518,407,983,148,1882,1839
A and T unlimit Limited,ACCOUNTLEVEL,-10,15185,5068,15523,845,462,693,340,1150,2136
Sienna Gold Ltd,ACCOUNTLEVEL,-10,11869,12935,18209,8057,610,1026,453,1683,2088
COLD EXPRESS SA DE CV,ACCOUNTLEVEL,-10,14223,9894,11589,8501,700,663,310,1274,2116
Murex N.A. Ltd,ACCOUNTLEVEL,-10,5102,4374,14611,18715,304,667,419,1337,2070
Via Systems,ACCOUNTLEVEL,-10,12187,8563,398,1456,681,792,250,1499,1672
DAKTEL COMUNICACIONES SA DE CV,ACCOUNTLEVEL,-10,2593,10834,4666,8369,502,979,42,1008,2277
DLI REFACCIONES Y SERVICIOS INTEGTRALES S DE RL DE,ACCOUNTLEVEL,-10,9136,18017,8790,1518,352,982,132,1598,1605
OBED GERARDO ARELLANO GUTIERREZ,ACCOUNTLEVEL,-10,761,2120,18142,18303,394,1034,4,1582,2427
REFRIGERACION COMER AGROPECU,ACCOUNTLEVEL,-10,5013,12818,10335,2165,314,827,256,1582,1952
Anunay Fab Ltd,ACCOUNTLEVEL,-10,3520,2640,3545,3056,701,1009,167,1747,2489
SUPER URECOAT INDUSTRIES,ACCOUNTLEVEL,-10,3239,16539,10255,14894,640,783,387,1192,2465
Jadow B & Sons Inc,ACCOUNTLEVEL,-10,822,15208,18466,655,524,688,143,1145,1594
Republic of Nauru Phosphate (RONPHOS) Corporation,ACCOUNTLEVEL,-10,17417,2498,10268,7244,381,846,109,1423,1840
CARHLUC CARROCERIAS Y REMOLQUES SA DE CV,ACCOUNTLEVEL,-10,1329,8243,7050,17914,549,744,480,1765,1603
Alltech Automotive LLC,ACCOUNTLEVEL,-10,1214,15877,5651,616,356,952,360,1346,2107
DALE VALOR A MEXICO SC,ACCOUNTLEVEL,-10,15121,4132,4371,773,681,942,71,1481,1553
SPIN MASTER MEXICO SA DE CV,ACCOUNTLEVEL,-10,14754,10024,17574,16376,795,668,191,1369,2282
ATTEBURY GRAIN,ACCOUNTLEVEL,-10,11216,17711,8766,10929,609,1077,376,1477,2016
Vicor,ACCOUNTLEVEL,-10,4903,15170,5316,1697,519,1076,424,1688,2398
Baja Inc,ACCOUNTLEVEL,-10,17426,13935,4635,1174,306,751,283,1841,1724
National Assn of Printing Ink,ACCOUNTLEVEL,-10,6268,580,15275,17209,359,755,24,1155,2110
MA PATRICIA ROSALES HERNANDEZ,ACCOUNTLEVEL,-10,929,938,4084,4169,597,742,48,1307,1555
EVERTIS DE MEXICO SA DE CV,ACCOUNTLEVEL,-10,4132,8873,640,15645,310,729,203,1223,2214
GENERAL DE CERAMICA S A DE C V,ACCOUNTLEVEL,-10,13398,1925,4839,14710,669,942,19,1848,2064
GRUPO VACTREK SA DE CV,ACCOUNTLEVEL,-10,9412,3269,11492,2829,473,810,351,1880,1859
JUAN ANGEL FLORES AGUIRRE,ACCOUNTLEVEL,-10,8341,10238,2292,14507,593,859,330,1115,2309
Triumph Tool NC Inc,ACCOUNTLEVEL,-10,7749,2045,17251,10914,386,994,360,1450,2270
Darta NV,ACCOUNTLEVEL,-10,18128,15879,12693,14628,434,986,62,1417,2318
COTY UK LTD,ACCOUNTLEVEL,-10,14848,8885,966,3253,587,979,219,1305,1989
Deal Partners Limited,ACCOUNTLEVEL,-10,3191,11701,5603,7482,723,680,365,1072,1723
IRISA ADHESIVES CORPORATION SA DE CV,ACCOUNTLEVEL,-10,8442,9071,10292,7465,564,995,20,1086,1938
BOESDORFER & BOESDORFER INC,ACCOUNTLEVEL,-10,9498,10282,7981,18151,523,660,362,1886,1688
GKN Sinter Metals,ACCOUNTLEVEL,-10,13962,3343,7929,2106,560,1045,369,1443,1524
AGENCE PRESSE,ACCOUNTLEVEL,-10,6958,2868,15577,2090,765,886,141,1538,2321
Vesco Foods Pty Ltd,ACCOUNTLEVEL,-10,14367,11676,16235,15525,453,911,313,1219,2447
AUREA SOFTWARE INC,ACCOUNTLEVEL,-10,12693,16177,6801,15172,478,1062,423,1883,2310
Ocean Sports Wear,ACCOUNTLEVEL,-10,17098,5739,7564,12258,734,747,148,1614,1843
NOVA INSTRUMENTS SERVICE SA DE CV,ACCOUNTLEVEL,-10,11988,11618,13469,1869,729,1062,428,1094,2396
RAUL MORALES RAMIREZ,ACCOUNTLEVEL,-10,13381,16010,18004,16094,684,930,242,1382,2462
STANLEY BOSTITCH SA DE CV,ACCOUNTLEVEL,-10,17652,5207,3640,9765,341,967,362,1581,2469
UNIFOODS SA DE CV,ACCOUNTLEVEL,-10,4446,2681,775,18722,512,700,418,1390,1568
TOMAS MARTINEZ PATLAN,ACCOUNTLEVEL,-10,1961,10423,11289,8256,568,1082,114,1492,1611
JARDINS DE NORTENE,ACCOUNTLEVEL,-10,14414,9168,12372,18503,437,834,295,1313,2370
Terry Store age spa,ACCOUNTLEVEL,-10,17465,11235,4941,5844,329,930,41,1268,1756
Goldie Marketing Pty Ltd,ACCOUNTLEVEL,-10,18934,17734,7541,8647,417,738,86,1527,2459
ST. CLAIR SERVICE,ACCOUNTLEVEL,-10,1052,1982,15727,2692,346,693,397,1048,2305
Scottish Shellfish Marketing Group Ltd,ACCOUNTLEVEL,-10,13695,11052,14954,16625,432,1060,273,1755,1745
CARNES KM SA DE CV,ACCOUNTLEVEL,-10,11902,15260,10370,1571,562,693,27,1323,2205
COMERCIALIZADORA UNICOR SA DE CV,ACCOUNTLEVEL,-10,6618,3305,8323,16307,488,714,134,1541,2188
COMNET SA DE CV,ACCOUNTLEVEL,-10,18584,6445,9519,16851,387,907,60,1159,2346
DISTRIB Y COMERC KOWALSKY SA DE CV,ACCOUNTLEVEL,-10,10999,18840,9909,16290,796,1069,403,1903,1715
FRUITCORP SA DE CV,ACCOUNTLEVEL,-10,10538,4600,5427,1209,411,611,204,1227,2311
ORIGINALES THELVA SA DE CV,ACCOUNTLEVEL,-10,4825,3809,16693,1776,399,916,129,1575,2435
SISTEMAS MECANICOS E HIDRAULICOS SA DE CV,ACCOUNTLEVEL,-10,9207,7695,10326,15111,366,788,440,1882,2129
COMERCIALIZADORA RIMATOM SA de CV,ACCOUNTLEVEL,-10,10103,11802,12268,9622,403,619,359,1595,1991
K & S Contractors Supply Co,ACCOUNTLEVEL,-10,1599,15360,7963,5694,402,871,131,1316,2000
Tioga Hardwoods Inc,ACCOUNTLEVEL,-10,1030,373,9083,7359,463,904,348,1006,1555
GHCL Limited,ACCOUNTLEVEL,-10,4795,12152,12103,12244,484,1098,351,1086,2234
Motion Industries Inc.,ACCOUNTLEVEL,-10,11321,10312,10834,16759,459,1001,142,1618,2472
SUKETU ORGANICS PRIVATE LIMITED,ACCOUNTLEVEL,-10,12516,1220,13196,12809,413,889,25,1831,1669
Quantum Foods,ACCOUNTLEVEL,-10,9794,4005,13447,16757,740,882,424,1007,2261
Family Magazine,ACCOUNTLEVEL,-10,10021,16894,17141,2019,710,740,256,1515,1764
PROGRESSIVE AG PARTNERS,ACCOUNTLEVEL,-10,4591,14440,17404,12102,735,1044,288,1914,1936
Innovative Laser Inc,ACCOUNTLEVEL,-10,18931,3532,3313,15254,474,740,201,1684,2391
Addis Housewares Ltd,ACCOUNTLEVEL,-10,3685,15125,17615,16935,309,817,265,1428,2398
SIGMADIS BRIGNAIS,ACCOUNTLEVEL,-10,3681,11763,5068,14351,706,987,409,1319,2122
APLNG,ACCOUNTLEVEL,-10,14565,14239,10640,10487,639,1018,260,1200,1511
Quince Hungary Kft,ACCOUNTLEVEL,-10,568,6334,14256,7795,527,828,333,1181,2292
Jandel Scientific Inc.,ACCOUNTLEVEL,-10,9254,17118,16574,17137,306,818,55,1048,1928
Viking Tool & Steel,ACCOUNTLEVEL,-10,4036,7082,219,797,575,885,394,1891,2061
HIELO Y REFRIGERACION DE CABORCA SA DE CV,ACCOUNTLEVEL,-10,15357,17372,14892,13262,724,649,128,1809,2315
MAPE USA,ACCOUNTLEVEL,-10,16312,5478,4387,15864,356,890,457,1073,1535
CONSORCIO DE ALIM DEL CARIBE SA DE CV,ACCOUNTLEVEL,-10,10596,15687,7157,16706,313,1037,54,1124,1618
PRODUCCIONES AGRICOLA DE TABASCO SA CV,ACCOUNTLEVEL,-10,5300,16741,3017,1241,660,860,286,1146,1719
RICARDO ALEJANDRO DE LEON PEDROZA,ACCOUNTLEVEL,-10,12043,12869,3022,17528,549,850,173,1984,1724
M&M SERVICE CO,ACCOUNTLEVEL,-10,7465,1509,2111,16340,541,732,2,1364,2388
CARROLLTON FARMERS ELEVATOR CO,ACCOUNTLEVEL,-10,10423,17726,12147,11579,780,608,444,1272,2391
L and P Financial Services Co,ACCOUNTLEVEL,-10,13302,15255,18419,13710,712,753,237,1902,1990
Ingenieria y Maquinaria de Guadalupe SA de CV,ACCOUNTLEVEL,-10,16362,8661,718,14014,573,820,36,1874,1838
CATMADER SL,ACCOUNTLEVEL,-10,3656,14462,16716,12705,754,613,242,1172,2311
Tekno Inc,ACCOUNTLEVEL,-10,16198,8340,3446,10047,378,1068,237,1801,1662
LUIS MANUEL REYES VAZQUEZ,ACCOUNTLEVEL,-10,1611,16831,6892,4965,508,779,418,1466,2191
COMPUESPECIALISTAS DE SONORA SA DE CV,ACCOUNTLEVEL,-10,5282,7400,13601,9848,532,786,218,1516,1791
CRIBAS Y ARRENDAMIENTOS SA DE CV,ACCOUNTLEVEL,-10,10119,2931,13790,11609,667,977,349,1374,1862
PRODUCTOS CRIBADOS DEL NOROESTE SA DE CV,ACCOUNTLEVEL,-10,4288,3198,3338,16822,505,887,305,1009,2365
COMERGALV SA DE CV,ACCOUNTLEVEL,-10,8909,1345,5289,1612,478,924,46,1952,1756
FABRICA DE HIGIENICOS Y TUBOS DECARTON SA DE CV,ACCOUNTLEVEL,-10,1247,4850,10159,16265,714,938,255,1533,1822
ORGANIZACION EMPRESARIAL POSTES Y CONSTRUCCIONES S,ACCOUNTLEVEL,-10,15291,5324,13381,16150,734,675,398,1408,1968
Pintura Estampado y Montaje Sapi de CV,ACCOUNTLEVEL,-10,15693,16545,5004,17482,581,1017,79,1425,1768
PROD Y DIS VER FRESCAS GUIJOSA SC RL CV,ACCOUNTLEVEL,-10,9155,9923,1655,10258,392,1007,444,1838,1649
TERENTRO SA DE CV,ACCOUNTLEVEL,-10,14151,5504,7216,13443,544,825,446,1087,1879
FUNTASTIC LIMITED,ACCOUNTLEVEL,-10,12641,15799,12525,17431,755,706,16,1603,1881
DeeTag USA,ACCOUNTLEVEL,-10,9714,18113,9898,18369,732,1056,357,1097,1617
Lakeland Village,ACCOUNTLEVEL,-10,8527,5672,9401,2982,760,747,14,1103,2076
CHAOAN SWEET BEST FOOD CO LTD,ACCOUNTLEVEL,-10,10556,10724,12398,812,776,1056,343,1573,1646
Cadbury Beverages Div Cadbury,ACCOUNTLEVEL,-10,5120,3087,4560,1408,729,772,225,1897,1765
Do not Use1,ACCOUNTLEVEL,-10,11438,14564,10911,11945,769,739,452,1427,2284
Oil Chem Research Corp,ACCOUNTLEVEL,-10,18256,9631,11973,7192,442,1052,17,1686,2391
LICK ELEVATOR,ACCOUNTLEVEL,-10,4904,6358,8447,9396,530,802,337,1664,2471
Quanex Screens LLC,ACCOUNTLEVEL,-10,12454,15357,2026,11659,709,693,260,1735,1519
A and T unlimit Limited,ACCOUNTLEVEL,-9,17662,16057,16138,4378,670,923,462,1267,2295
Sienna Gold Ltd,ACCOUNTLEVEL,-9,8697,7624,12131,12766,591,838,273,1982,2438
COLD EXPRESS SA DE CV,ACCOUNTLEVEL,-9,16255,9914,9497,16781,731,754,32,1707,1836
Murex N.A. Ltd,ACCOUNTLEVEL,-9,1909,7331,11917,6697,769,986,279,1974,1544
Via Systems,ACCOUNTLEVEL,-9,27,17015,7633,11737,703,833,346,1782,2149
DAKTEL COMUNICACIONES SA DE CV,ACCOUNTLEVEL,-9,490,7322,2076,8432,665,992,261,1175,2254
DLI REFACCIONES Y SERVICIOS INTEGTRALES S DE RL DE,ACCOUNTLEVEL,-9,6896,5193,35,9860,633,814,41,1487,1709
OBED GERARDO ARELLANO GUTIERREZ,ACCOUNTLEVEL,-9,15334,13960,11048,11220,387,1051,351,1736,2252
REFRIGERACION COMER AGROPECU,ACCOUNTLEVEL,-9,7426,3228,2513,10990,729,1054,169,1048,1580
Anunay Fab Ltd,ACCOUNTLEVEL,-9,729,16799,14451,7429,604,667,487,1356,2110
SUPER URECOAT INDUSTRIES,ACCOUNTLEVEL,-9,16195,2321,4754,976,448,629,374,1127,2194
Jadow B & Sons Inc,ACCOUNTLEVEL,-9,838,7223,9721,15074,336,813,246,1290,2292
Republic of Nauru Phosphate (RONPHOS) Corporation,ACCOUNTLEVEL,-9,1351,8896,15657,15827,630,774,96,1486,1758
CARHLUC CARROCERIAS Y REMOLQUES SA DE CV,ACCOUNTLEVEL,-9,627,18359,636,5076,540,926,453,1592,1775
Alltech Automotive LLC,ACCOUNTLEVEL,-9,11665,16636,14672,8235,372,1060,370,1930,2100
DALE VALOR A MEXICO SC,ACCOUNTLEVEL,-9,417,13415,7125,15287,639,619,105,1854,1735
SPIN MASTER MEXICO SA DE CV,ACCOUNTLEVEL,-9,10718,9644,18566,11579,368,956,148,1539,1669
ATTEBURY GRAIN,ACCOUNTLEVEL,-9,15155,16447,10686,14019,647,1053,484,1961,1969
Vicor,ACCOUNTLEVEL,-9,14289,3327,18267,4861,714,732,276,1900,2354
Baja Inc,ACCOUNTLEVEL,-9,17737,1290,2168,11301,476,846,76,1216,2021
National Assn of Printing Ink,ACCOUNTLEVEL,-9,7526,16007,16094,13965,381,788,79,1077,1685
MA PATRICIA ROSALES HERNANDEZ,ACCOUNTLEVEL,-9,4720,18879,15660,6218,636,696,438,1804,2388
EVERTIS DE MEXICO SA DE CV,ACCOUNTLEVEL,-9,4940,15938,11587,10677,348,748,252,1177,2212
GENERAL DE CERAMICA S A DE C V,ACCOUNTLEVEL,-9,12130,7683,14295,8554,698,1066,173,1828,2083
GRUPO VACTREK SA DE CV,ACCOUNTLEVEL,-9,12590,8837,1600,8010,536,919,437,1707,2109
JUAN ANGEL FLORES AGUIRRE,ACCOUNTLEVEL,-9,120,3587,3246,9329,368,1060,413,1831,2144
Triumph Tool NC Inc,ACCOUNTLEVEL,-9,3872,2193,2590,4438,748,1100,382,1138,1514
Darta NV,ACCOUNTLEVEL,-9,18792,1730,525,14378,488,853,466,1873,2003
COTY UK LTD,ACCOUNTLEVEL,-9,16504,3695,1307,9690,510,736,337,1407,2386
Deal Partners Limited,ACCOUNTLEVEL,-9,8175,11367,2834,12566,752,977,177,1240,2002
IRISA ADHESIVES CORPORATION SA DE CV,ACCOUNTLEVEL,-9,11895,9657,6509,3161,611,970,252,1397,1765
BOESDORFER & BOESDORFER INC,ACCOUNTLEVEL,-9,8493,18033,12568,7827,642,1084,228,1304,2243
GKN Sinter Metals,ACCOUNTLEVEL,-9,2225,4841,8620,11303,519,863,288,1029,1724
AGENCE PRESSE,ACCOUNTLEVEL,-9,1784,8603,11177,9716,741,1060,299,1525,1744
Vesco Foods Pty Ltd,ACCOUNTLEVEL,-9,12076,9332,9359,12298,770,664,311,1212,1860
AUREA SOFTWARE INC,ACCOUNTLEVEL,-9,16331,2220,13303,361,544,944,416,1903,2324
Ocean Sports Wear,ACCOUNTLEVEL,-9,16183,13051,16444,13883,470,782,476,1122,1642
NOVA INSTRUMENTS SERVICE SA DE CV,ACCOUNTLEVEL,-9,13220,8723,17169,15378,579,751,315,1761,2032
RAUL MORALES RAMIREZ,ACCOUNTLEVEL,-9,17603,7163,1955,6630,452,635,33,1047,1720
STANLEY BOSTITCH SA DE CV,ACCOUNTLEVEL,-9,17822,371,10625,13690,438,815,114,1272,2450
UNIFOODS SA DE CV,ACCOUNTLEVEL,-9,11616,4799,17437,17098,752,963,197,1778,2078
TOMAS MARTINEZ PATLAN,ACCOUNTLEVEL,-9,5221,3647,2590,7036,392,630,240,1305,2474
JARDINS DE NORTENE,ACCOUNTLEVEL,-9,4980,10420,3823,3420,578,604,78,1490,1595
Terry Store age spa,ACCOUNTLEVEL,-9,15710,6503,3850,5475,339,619,441,1868,1630
Goldie Marketing Pty Ltd,ACCOUNTLEVEL,-9,1191,16678,18203,7880,500,621,243,1051,2458
ST. CLAIR SERVICE,ACCOUNTLEVEL,-9,2230,12906,5449,13610,422,1078,142,1745,2427
Scottish Shellfish Marketing Group Ltd,ACCOUNTLEVEL,-9,6945,1164,5358,17729,310,750,252,1029,1685
CARNES KM SA DE CV,ACCOUNTLEVEL,-9,801,16711,6469,13438,409,1059,107,1873,1515
COMERCIALIZADORA UNICOR SA DE CV,ACCOUNTLEVEL,-9,16448,9701,14261,4129,397,834,154,1071,1667
COMNET SA DE CV,ACCOUNTLEVEL,-9,12004,1528,18416,10546,695,963,266,1784,1726
DISTRIB Y COMERC KOWALSKY SA DE CV,ACCOUNTLEVEL,-9,2723,14108,11715,1227,765,996,295,1941,1625
FRUITCORP SA DE CV,ACCOUNTLEVEL,-9,15418,6633,4092,7956,417,1079,142,1951,1523
ORIGINALES THELVA SA DE CV,ACCOUNTLEVEL,-9,4602,6241,13478,8004,713,851,402,1753,1700
SISTEMAS MECANICOS E HIDRAULICOS SA DE CV,ACCOUNTLEVEL,-9,5752,2633,8183,2184,656,866,418,1268,2020
COMERCIALIZADORA RIMATOM SA de CV,ACCOUNTLEVEL,-9,17945,15337,9013,2466,770,712,391,1577,2004
K & S Contractors Supply Co,ACCOUNTLEVEL,-9,15978,1847,15551,9922,534,1010,443,1507,1972
Tioga Hardwoods Inc,ACCOUNTLEVEL,-9,8270,4391,4350,8425,580,1016,180,1727,1833
GHCL Limited,ACCOUNTLEVEL,-9,10804,15049,8745,4616,777,1066,120,1637,2259
Motion Industries Inc.,ACCOUNTLEVEL,-9,18195,16378,18256,13137,330,967,4,1634,2094
SUKETU ORGANICS PRIVATE LIMITED,ACCOUNTLEVEL,-9,15515,99,14759,18068,485,702,247,1070,2120
Quantum Foods,ACCOUNTLEVEL,-9,15447,11895,10374,18613,729,786,182,1910,2084
Family Magazine,ACCOUNTLEVEL,-9,3882,4236,10670,14571,715,715,105,1576,2263
PROGRESSIVE AG PARTNERS,ACCOUNTLEVEL,-9,1309,17674,3883,10912,323,854,303,1868,1652
Innovative Laser Inc,ACCOUNTLEVEL,-9,12144,6741,2930,2601,499,654,8,1538,1688
Addis Housewares Ltd,ACCOUNTLEVEL,-9,685,14775,18365,4116,769,922,308,1144,1618
SIGMADIS BRIGNAIS,ACCOUNTLEVEL,-9,2155,538,15543,15774,525,938,269,1308,2261
APLNG,ACCOUNTLEVEL,-9,2946,17192,599,9944,523,615,154,1035,2191
Quince Hungary Kft,ACCOUNTLEVEL,-9,17227,4559,13927,4984,311,609,70,1840,1574
Jandel Scientific Inc.,ACCOUNTLEVEL,-9,11366,8832,18814,1752,378,1065,142,1364,2089
Viking Tool & Steel,ACCOUNTLEVEL,-9,14172,16225,15408,13916,698,1049,365,1898,2406
HIELO Y REFRIGERACION DE CABORCA SA DE CV,ACCOUNTLEVEL,-9,3481,9063,2419,14888,590,612,486,1778,1920
MAPE USA,ACCOUNTLEVEL,-9,10875,16314,5507,18541,438,888,315,1120,2314
CONSORCIO DE ALIM DEL CARIBE SA DE CV,ACCOUNTLEVEL,-9,16832,12634,5954,13880,449,870,455,1429,1534
PRODUCCIONES AGRICOLA DE TABASCO SA CV,ACCOUNTLEVEL,-9,6599,16164,565,8585,506,1066,243,1528,2144
RICARDO ALEJANDRO DE LEON PEDROZA,ACCOUNTLEVEL,-9,1411,7314,18700,7197,668,715,439,1878,1571
M&M SERVICE CO,ACCOUNTLEVEL,-9,525,10059,4978,12277,314,696,368,1377,1904
CARROLLTON FARMERS ELEVATOR CO,ACCOUNTLEVEL,-9,18766,4504,9049,12276,352,620,299,1611,2191
L and P Financial Services Co,ACCOUNTLEVEL,-9,7936,1365,6752,7624,456,970,492,1276,1839
Ingenieria y Maquinaria de Guadalupe SA de CV,ACCOUNTLEVEL,-9,17005,4537,4163,3841,775,680,133,1509,1873
CATMADER SL,ACCOUNTLEVEL,-9,12991,1954,10339,17431,630,880,404,1233,1949
Tekno Inc,ACCOUNTLEVEL,-9,11233,10561,6842,9005,513,1030,113,1160,2321
LUIS MANUEL REYES VAZQUEZ,ACCOUNTLEVEL,-9,18898,2666,284,4855,541,775,103,1679,2419
COMPUESPECIALISTAS DE SONORA SA DE CV,ACCOUNTLEVEL,-9,6803,7315,15235,5876,390,833,111,1774,2407
CRIBAS Y ARRENDAMIENTOS SA DE CV,ACCOUNTLEVEL,-9,13024,7512,17461,13553,759,877,99,1056,2353
PRODUCTOS CRIBADOS DEL NOROESTE SA DE CV,ACCOUNTLEVEL,-9,15038,11570,14072,14538,797,991,304,1898,1829
COMERGALV SA DE CV,ACCOUNTLEVEL,-9,1508,14608,12009,1793,310,761,382,1979,2073
FABRICA DE HIGIENICOS Y TUBOS DECARTON SA DE CV,ACCOUNTLEVEL,-9,2777,850,1036,16033,797,905,410,1313,2403
ORGANIZACION EMPRESARIAL POSTES Y CONSTRUCCIONES S,ACCOUNTLEVEL,-9,3617,9748,18545,17847,700,1059,83,1048,1809
Pintura Estampado y Montaje Sapi de CV,ACCOUNTLEVEL,-9,10192,13889,10247,12085,612,632,209,1961,2179
PROD Y DIS VER FRESCAS GUIJOSA SC RL CV,ACCOUNTLEVEL,-9,16497,8734,17793,13452,368,969,207,1337,1548
TERENTRO SA DE CV,ACCOUNTLEVEL,-9,16519,12954,17020,17019,484,682,171,1660,1674
FUNTASTIC LIMITED,ACCOUNTLEVEL,-9,1941,3036,13169,11301,704,686,359,1458,2376
DeeTag USA,ACCOUNTLEVEL,-9,7783,3127,8564,2309,767,675,58,1230,1916
Lakeland Village,ACCOUNTLEVEL,-9,12802,17864,9454,14280,595,639,188,1358,1506
CHAOAN SWEET BEST FOOD CO LTD,ACCOUNTLEVEL,-9,2914,3965,11054,34,593,945,153,1198,1664
Cadbury Beverages Div Cadbury,ACCOUNTLEVEL,-9,3087,7484,12894,10772,397,682,341,1376,2215
Do not Use1,ACCOUNTLEVEL,-9,17866,6522,8275,17651,717,762,6,1855,1686
Oil Chem Research Corp,ACCOUNTLEVEL,-9,11207,9763,4920,17382,771,898,144,1923,1979
LICK ELEVATOR,ACCOUNTLEVEL,-9,8071,13504,11706,16177,327,992,322,1538,2262
Quanex Screens LLC,ACCOUNTLEVEL,-9,15249,17518,13599,18941,375,1062,225,1785,1520
A and T unlimit Limited,ACCOUNTLEVEL,-8,2111,87,9694,16743,585,699,73,1815,1803
Sienna Gold Ltd,ACCOUNTLEVEL,-8,17017,4839,2704,10411,662,777,70,1247,2207
COLD EXPRESS SA DE CV,ACCOUNTLEVEL,-8,4054,7054,10315,2304,753,993,93,1026,1545
Murex N.A. Ltd,ACCOUNTLEVEL,-8,7468,2452,3979,7671,482,1083,360,1924,1895
Via Systems,ACCOUNTLEVEL,-8,3052,3167,2039,2705,527,1032,372,1227,1717
DAKTEL COMUNICACIONES SA DE CV,ACCOUNTLEVEL,-8,2277,1898,13933,17941,482,1049,240,1920,2312
DLI REFACCIONES Y SERVICIOS INTEGTRALES S DE RL DE,ACCOUNTLEVEL,-8,4191,17561,757,14061,575,727,239,1851,2218
OBED GERARDO ARELLANO GUTIERREZ,ACCOUNTLEVEL,-8,8017,274,16170,7845,737,851,3,1272,1738
REFRIGERACION COMER AGROPECU,ACCOUNTLEVEL,-8,15771,6530,5565,500,443,891,324,1235,2137
Anunay Fab Ltd,ACCOUNTLEVEL,-8,8756,8223,12592,9768,689,821,447,1892,2073
SUPER URECOAT INDUSTRIES,ACCOUNTLEVEL,-8,16549,4545,18638,7517,774,652,338,1421,2186
Jadow B & Sons Inc,ACCOUNTLEVEL,-8,8555,8241,16220,15496,747,764,5,1243,1640
Republic of Nauru Phosphate (RONPHOS) Corporation,ACCOUNTLEVEL,-8,5043,4480,907,12715,585,1084,142,1548,1928
CARHLUC CARROCERIAS Y REMOLQUES SA DE CV,ACCOUNTLEVEL,-8,11673,10721,11168,18006,410,908,279,1929,2314
Alltech Automotive LLC,ACCOUNTLEVEL,-8,11760,840,12614,6368,527,733,69,1554,1558
DALE VALOR A MEXICO SC,ACCOUNTLEVEL,-8,16888,17894,263,10512,658,688,392,1819,1723
