JBCXM__Account__r.Data_ExternalId__c,Name,JBCXM__Date__c,JBCXM__InstanceId__c,JBCXM__InstanceName__c,Page_Visits__c,Page_Views__c,No_of_Report_Run__c,Files_Downloaded__c,Emails_Sent_Count__c,No_of_Campaigns__c,Active_Users__c,DB_Size__c,Leads__c
Adoption Test - Account 62,INSTANCELEVEL,-6,Production Instance 2,Magna Mill Products - Production Instance 2,43,29,172,37,146,11,477,6919,14164
Adoption Test - Account 63,INSTANCELEVEL,-6,Production Instance 2,Majestic Entertainment - Production Instance 2,31,21,54,137,192,11,146,1743,16932
Adoption Test - Account 64,INSTANCELEVEL,-6,Production Instance 2,Mall Side Sports - Production Instance 2,95,14,75,1,133,49,403,643,1306
Adoption Test - Account 65,INSTANCELEVEL,-6,Production Instance 2,N/S Corp - Production Instance 2,5,46,61,149,119,19,341,3072,14973
Adoption Test - Account 66,INSTANCELEVEL,-6,Production Instance 2,Nardon Mfg Company Incorporated - Production Instance 2,38,32,195,45,128,53,394,5004,17103
Adoption Test - Account 67,INSTANCELEVEL,-6,Production Instance 2,Nash Direct - Production Instance 2,63,18,154,56,151,20,94,9116,11363
Adoption Test - Account 68,INSTANCELEVEL,-6,Production Instance 2,National Assn of Printing Ink - Production Instance 2,37,40,94,23,114,33,546,4173,18225
Adoption Test - Account 69,INSTANCELEVEL,-6,Production Instance 2,Nixdorf Computer - Production Instance 2,65,11,78,77,133,42,500,4070,795
Adoption Test - Account 70,INSTANCELEVEL,-6,Production Instance 2,O-Cel-O Div General Mills Inc. - Production Instance 2,11,45,85,70,153,46,563,3230,14202
Adoption Test - Account 71,INSTANCELEVEL,-6,Production Instance 2,Oakland Carbide Engineering & - Production Instance 2,22,17,156,13,223,26,318,9851,11783
Adoption Test - Account 72,INSTANCELEVEL,-6,Production Instance 2,Ocean Sports - Production Instance 2,41,25,161,44,221,47,458,7220,5119
Adoption Test - Account 73,INSTANCELEVEL,-6,Production Instance 2,Ocean Sports Wear - Production Instance 2,82,20,187,24,156,27,462,6564,1638
Adoption Test - Account 74,INSTANCELEVEL,-6,Production Instance 2,OKeeffes Inc - Production Instance 2,100,50,107,15,246,31,440,2042,11588
Adoption Test - Account 75,INSTANCELEVEL,-6,Production Instance 2,P & C Food Markets Inc - Production Instance 2,69,11,109,123,198,27,357,9977,6915
Adoption Test - Account 76,INSTANCELEVEL,-6,Production Instance 2,P.S.C. - Production Instance 2,45,19,91,67,237,59,155,561,17588
Adoption Test - Account 77,INSTANCELEVEL,-6,Production Instance 2,PacDevco Inc - Production Instance 2,47,11,116,92,194,35,247,5218,19347
Adoption Test - Account 78,INSTANCELEVEL,-6,Production Instance 2,Pace Press Inc - Production Instance 2,10,43,193,129,135,17,495,2306,9666
Adoption Test - Account 79,INSTANCELEVEL,-6,Production Instance 2,Purity-Supreme Inc. - Production Instance 2,29,45,70,113,189,3,382,727,17769
Adoption Test - Account 80,INSTANCELEVEL,-6,Production Instance 2,Quadrex Corp - Production Instance 2,34,28,180,108,177,17,621,434,18472
Adoption Test - Account 81,INSTANCELEVEL,-6,Production Instance 2,Quaker Fashions - Production Instance 2,85,41,62,123,115,39,190,4879,6770
Adoption Test - Account 82,INSTANCELEVEL,-6,Production Instance 2,Queensborough Public Library - Production Instance 2,30,48,129,79,170,24,891,7954,11535
Adoption Test - Account 83,INSTANCELEVEL,-6,Production Instance 2,Quinn/Brein Inc - Production Instance 2,89,14,150,108,196,51,911,2586,11037
Adoption Test - Account 84,INSTANCELEVEL,-6,Production Instance 2,Quota Systems Inc. - Production Instance 2,95,13,168,57,128,4,933,3333,17990
Adoption Test - Account 85,INSTANCELEVEL,-6,Production Instance 2,R-F Industries Inc - Production Instance 2,44,35,157,94,207,46,28,66,17242
Adoption Test - Account 86,INSTANCELEVEL,-6,Production Instance 2,Raceway Engines - Production Instance 2,69,26,124,145,250,11,812,3130,13381
Adoption Test - Account 87,INSTANCELEVEL,-6,Production Instance 2,Raleigh Active Wear - Production Instance 2,100,13,153,96,154,52,39,9831,14200
Adoption Test - Account 88,INSTANCELEVEL,-6,Production Instance 2,Raleigh Co. - Production Instance 2,87,12,129,30,184,29,600,6578,13440
Adoption Test - Account 89,INSTANCELEVEL,-6,Production Instance 2,Ralston Inc. - Production Instance 2,96,42,63,36,220,29,518,1499,356
Adoption Test - Account 90,INSTANCELEVEL,-6,Production Instance 2,Sabena-Belgian World Airlines - Production Instance 2,70,38,129,87,110,11,166,3498,18817
Adoption Test - Account 91,INSTANCELEVEL,-6,Production Instance 2,Safeway Plumbing & Heating Inc - Production Instance 2,34,47,159,48,187,50,801,4021,2477
Adoption Test - Account 92,INSTANCELEVEL,-6,Production Instance 2,Saint Johns University Staten - Production Instance 2,57,12,152,97,237,53,267,5171,16038
Adoption Test - Account 93,INSTANCELEVEL,-6,Production Instance 2,Star Markets - Production Instance 2,65,10,150,80,238,2,296,3745,4982
Adoption Test - Account 94,INSTANCELEVEL,-6,Production Instance 2,State House Active Wear - Production Instance 2,85,35,185,50,103,22,519,4740,2341
Adoption Test - Account 95,INSTANCELEVEL,-6,Production Instance 2,Tapecon Inc - Production Instance 2,35,14,199,114,101,13,714,5167,8853
Adoption Test - Account 96,INSTANCELEVEL,-6,Production Instance 2,TDA Industries Inc - Production Instance 2,8,11,116,102,242,19,560,2361,13048
Adoption Test - Account 97,INSTANCELEVEL,-6,Production Instance 2,TEAC Corp. of America - Production Instance 2,24,17,71,107,151,4,791,6113,15082
Adoption Test - Account 98,INSTANCELEVEL,-6,Production Instance 2,Tech Fire & Safety Company - Production Instance 2,1,13,70,26,222,8,571,2397,11159
Adoption Test - Account 99,INSTANCELEVEL,-6,Production Instance 2,Teradyne - Production Instance 2,56,36,176,82,109,40,425,6455,4814
Adoption Test - Account 100,INSTANCELEVEL,-6,Production Instance 2,UBAF Arab American Bank - Production Instance 2,63,17,177,91,127,3,205,7539,1869
Adoption Test - Account 101,INSTANCELEVEL,-6,Production Instance 2,UniAmerica Inc - Production Instance 2,12,34,79,27,135,19,240,8190,17133
Adoption Test - Account 102,INSTANCELEVEL,-6,Production Instance 2,Union Flights - Production Instance 2,14,28,94,86,150,51,448,6708,1596
Adoption Test - Account 103,INSTANCELEVEL,-6,Production Instance 2,United Artists Theater Circuit - Production Instance 2,8,24,188,7,219,18,525,4445,17199
Adoption Test - Account 104,INSTANCELEVEL,-6,Production Instance 2,United Can Co. - Production Instance 2,47,40,99,97,216,3,370,7984,11471
Adoption Test - Account 105,INSTANCELEVEL,-6,Production Instance 2,Veritas Software - Production Instance 2,34,38,160,20,224,39,134,7625,15552
Adoption Test - Account 106,INSTANCELEVEL,-6,Production Instance 2,Via Systems - Production Instance 2,49,28,59,99,246,47,1,6356,11397
Adoption Test - Account 107,INSTANCELEVEL,-6,Production Instance 2,Vicor - Production Instance 2,6,13,76,43,221,37,189,8695,4281
Adoption Test - Account 108,INSTANCELEVEL,-6,Production Instance 2,Volga Boats - Production Instance 2,95,43,180,63,109,33,486,5101,9036
Adoption Test - Account 109,INSTANCELEVEL,-6,Production Instance 2,Vyrex - Production Instance 2,69,23,179,62,190,25,106,4780,1017
Adoption Test - Account 110,INSTANCELEVEL,-6,Production Instance 2,Wallys World - Production Instance 2,89,27,188,57,236,60,436,9814,2758
Adoption Test - Account 111,INSTANCELEVEL,-6,Production Instance 2,Westend Dealers - Production Instance 2,33,40,141,102,234,57,452,1881,8843
Adoption Test - Account 112,INSTANCELEVEL,-6,Production Instance 2,Westinghouse Corporation - Production Instance 2,21,23,200,127,246,32,795,1549,13305
Adoption Test - Account 113,INSTANCELEVEL,-6,Production Instance 2,Wind & Rain - Production Instance 2,15,20,187,115,136,55,466,3975,11930
Adoption Test - Account 114,INSTANCELEVEL,-6,Production Instance 2,Wyse Corp. - Production Instance 2,55,17,95,135,221,39,942,8928,955
Adoption Test - Account 115,INSTANCELEVEL,-6,Production Instance 2,Xerox - Production Instance 2,71,49,171,54,192,31,808,5752,2445
Adoption Test - Account 116,INSTANCELEVEL,-6,Production Instance 2,Yesterday Productions Corp. - Production Instance 2,2,38,195,129,178,17,479,7559,13476
Adoption Test - Account 117,INSTANCELEVEL,-6,Production Instance 2,Ziff-Davis Labs - Production Instance 2,67,23,122,121,153,36,758,7447,4482
Adoption Test - Account 118,INSTANCELEVEL,-6,Production Instance 2,Zoo Gift Shop - Production Instance 2,3,28,66,44,138,15,45,8327,13934
Adoption Test - Account 1,INSTANCELEVEL,-5,Production Instance 2,AAR Corp Hardware Abscoa Division - Production Instance 2,65,29,118,97,217,57,415,3457,11952
Adoption Test - Account 2,INSTANCELEVEL,-5,Production Instance 2,Abacus Programming Corporation - Production Instance 2,36,25,161,74,154,9,268,1344,1230
Adoption Test - Account 3,INSTANCELEVEL,-5,Production Instance 2,Abberley Kooiman - Production Instance 2,42,14,134,104,219,27,632,7982,2323
Adoption Test - Account 4,INSTANCELEVEL,-5,Production Instance 2,Abbett Electric Corp - Production Instance 2,72,10,85,131,101,7,499,3791,17889
Adoption Test - Account 5,INSTANCELEVEL,-5,Production Instance 2,Abbey Press Inc - Production Instance 2,59,24,79,61,213,51,492,2970,14885
Adoption Test - Account 6,INSTANCELEVEL,-5,Production Instance 2,Bachman Information System Inc. - Production Instance 2,44,36,79,13,213,47,316,3079,1425
Adoption Test - Account 7,INSTANCELEVEL,-5,Production Instance 2,Back Stage Magazine - Production Instance 2,14,12,103,47,104,13,196,3304,10140
Adoption Test - Account 8,INSTANCELEVEL,-5,Production Instance 2,Baker & McKenzie - Production Instance 2,49,13,138,52,140,44,504,137,7739
Adoption Test - Account 9,INSTANCELEVEL,-5,Production Instance 2,Balfour Maclaine International - Production Instance 2,74,42,64,60,165,49,421,4874,11608
Adoption Test - Account 10,INSTANCELEVEL,-5,Production Instance 2,Ball & Socket Mfg Co - Production Instance 2,33,32,164,46,177,17,557,8029,19578
Adoption Test - Account 11,INSTANCELEVEL,-5,Production Instance 2,Caco-Pacific Corp. - Production Instance 2,49,16,128,42,119,19,946,203,12118
Adoption Test - Account 12,INSTANCELEVEL,-5,Production Instance 2,CADAM Inc. - Production Instance 2,85,26,137,10,172,52,674,9641,18828
Adoption Test - Account 13,INSTANCELEVEL,-5,Production Instance 2,Cadbury Beverages Div Cadbury - Production Instance 2,30,16,152,42,117,36,753,7377,16603
Adoption Test - Account 14,INSTANCELEVEL,-5,Production Instance 2,Cahn Instruments Inc - Production Instance 2,6,38,152,146,245,14,315,45,7553
Adoption Test - Account 15,INSTANCELEVEL,-5,Production Instance 2,Cal-Pac Roofing Inc - Production Instance 2,75,47,64,25,240,21,529,8005,18331
Adoption Test - Account 16,INSTANCELEVEL,-5,Production Instance 2,Dai-Ichi Kangyo Bank - Production Instance 2,58,20,187,137,146,51,539,9676,11665
Adoption Test - Account 17,INSTANCELEVEL,-5,Production Instance 2,Daisy of California - Production Instance 2,39,30,146,18,121,24,953,2906,4685
Adoption Test - Account 18,INSTANCELEVEL,-5,Production Instance 2,Daley Business Forms - Production Instance 2,61,26,124,15,229,60,757,1591,5908
Adoption Test - Account 19,INSTANCELEVEL,-5,Production Instance 2,Dame Belts & Bag Co Inc - Production Instance 2,35,42,123,67,207,29,838,2787,4803
Adoption Test - Account 20,INSTANCELEVEL,-5,Production Instance 2,Dana Marketing Inc - Production Instance 2,13,15,182,59,158,48,904,4327,8512
Adoption Test - Account 21,INSTANCELEVEL,-5,Production Instance 2,East Bay Brass Foundry - Production Instance 2,44,38,84,66,174,17,600,330,12704
Adoption Test - Account 22,INSTANCELEVEL,-5,Production Instance 2,East Coast Traders - Production Instance 2,67,42,112,46,230,59,730,3514,19682
Adoption Test - Account 23,INSTANCELEVEL,-5,Production Instance 2,East/West Computers Inc - Production Instance 2,25,25,198,96,232,32,924,8508,5363
Adoption Test - Account 24,INSTANCELEVEL,-5,Production Instance 2,Eastern Municipal Water Distri - Production Instance 2,76,19,80,47,104,52,611,3867,19685
Adoption Test - Account 25,INSTANCELEVEL,-5,Production Instance 2,Eastman Kodak Company Health Sciences Division - Production Instance 2,79,22,151,37,214,16,92,3074,5701
Adoption Test - Account 26,INSTANCELEVEL,-5,Production Instance 2,Facts on File Newsletter - Production Instance 2,53,15,181,127,224,42,495,8799,17812
Adoption Test - Account 27,INSTANCELEVEL,-5,Production Instance 2,Family Magazine - Production Instance 2,62,14,88,20,248,23,409,3525,18291
Adoption Test - Account 28,INSTANCELEVEL,-5,Production Instance 2,Fedder RP Corp - Production Instance 2,76,41,126,33,170,54,886,7624,11253
Adoption Test - Account 29,INSTANCELEVEL,-5,Production Instance 2,Fell David H & Company Inc - Production Instance 2,88,17,103,12,217,14,902,9994,10981
Adoption Test - Account 30,INSTANCELEVEL,-5,Production Instance 2,Ferrara Foods & Confections - Production Instance 2,3,19,62,77,198,55,23,3151,13525
Adoption Test - Account 31,INSTANCELEVEL,-5,Production Instance 2,G Group - Production Instance 2,80,42,134,134,248,50,598,238,12017
Adoption Test - Account 32,INSTANCELEVEL,-5,Production Instance 2,G-L Veneer Co Inc. - Production Instance 2,55,22,76,93,228,52,577,5789,12680
Adoption Test - Account 33,INSTANCELEVEL,-5,Production Instance 2,Galbreath Co - Production Instance 2,68,39,129,75,210,13,785,3923,17968
Adoption Test - Account 34,INSTANCELEVEL,-5,Production Instance 2,Gallo Ernst & Julio Winery - Production Instance 2,21,14,142,101,140,47,560,7280,9799
Adoption Test - Account 35,INSTANCELEVEL,-5,Production Instance 2,Gamblers Anonymous - Production Instance 2,53,25,104,108,215,26,217,6028,5866
Adoption Test - Account 36,INSTANCELEVEL,-5,Production Instance 2,Halcyon Assoc - Production Instance 2,87,38,63,62,204,15,989,584,3581
Adoption Test - Account 37,INSTANCELEVEL,-5,Production Instance 2,Hambro International Venture F - Production Instance 2,100,25,165,115,157,40,440,4081,14489
Adoption Test - Account 38,INSTANCELEVEL,-5,Production Instance 2,Hardy James G & Co - Production Instance 2,61,14,103,121,112,4,340,475,15253
Adoption Test - Account 39,INSTANCELEVEL,-5,Production Instance 2,Harkavy Information Service - Production Instance 2,20,23,123,104,150,12,540,3556,16842
Adoption Test - Account 40,INSTANCELEVEL,-5,Production Instance 2,Harken Marketing Co - Production Instance 2,27,18,121,51,239,17,600,8465,11504
Adoption Test - Account 41,INSTANCELEVEL,-5,Production Instance 2,IBIS Systems Inc. - Production Instance 2,24,45,103,101,188,36,413,9003,4618
Adoption Test - Account 42,INSTANCELEVEL,-5,Production Instance 2,IBK Capital Inc - Production Instance 2,46,50,119,25,221,4,156,4845,1349
Adoption Test - Account 43,INSTANCELEVEL,-5,Production Instance 2,IBM Corp Data Systems Div - Production Instance 2,17,26,152,109,189,31,95,2270,4366
Adoption Test - Account 44,INSTANCELEVEL,-5,Production Instance 2,ICM Corp - Production Instance 2,66,41,52,67,170,28,554,1107,964
Adoption Test - Account 45,INSTANCELEVEL,-5,Production Instance 2,ImageTek Corp - Production Instance 2,42,35,199,127,176,50,577,8557,14583
Adoption Test - Account 46,INSTANCELEVEL,-5,Production Instance 2,Jadow B & Sons Inc - Production Instance 2,25,30,80,149,182,8,376,6923,11681
Adoption Test - Account 47,INSTANCELEVEL,-5,Production Instance 2,Jaff Brothers Woodworks Inc - Production Instance 2,41,18,169,108,119,53,721,7161,18171
Adoption Test - Account 48,INSTANCELEVEL,-5,Production Instance 2,Jandel Scientific Inc. - Production Instance 2,9,30,126,10,231,40,889,6818,15864
Adoption Test - Account 49,INSTANCELEVEL,-5,Production Instance 2,Japanese American Citizens Lea - Production Instance 2,74,38,93,81,117,28,813,6129,14493
Adoption Test - Account 50,INSTANCELEVEL,-5,Production Instance 2,K & S Contractors Supply Co - Production Instance 2,1,13,71,80,182,32,370,9606,10275
Adoption Test - Account 51,INSTANCELEVEL,-5,Production Instance 2,Kahlert Assoc Inc - Production Instance 2,59,22,71,81,215,11,844,7047,2581
Adoption Test - Account 52,INSTANCELEVEL,-5,Production Instance 2,Kaiser Steel Resources Inc - Production Instance 2,92,27,61,54,238,19,460,5499,14853
Adoption Test - Account 53,INSTANCELEVEL,-5,Production Instance 2,Karabelas Furs Inc - Production Instance 2,35,31,128,67,147,9,845,9290,1380
Adoption Test - Account 54,INSTANCELEVEL,-5,Production Instance 2,Karpen & Steel Products Inc - Production Instance 2,54,20,75,36,113,40,576,4510,3433
Adoption Test - Account 55,INSTANCELEVEL,-5,Production Instance 2,La Costa Hotel & Spa - Production Instance 2,67,12,113,12,189,42,774,8888,12026
Adoption Test - Account 56,INSTANCELEVEL,-5,Production Instance 2,Lafferty RF & Co Inc - Production Instance 2,77,10,200,48,238,53,149,1933,7765
Adoption Test - Account 57,INSTANCELEVEL,-5,Production Instance 2,Lake County - Production Instance 2,78,30,87,97,131,51,963,6663,16536
Adoption Test - Account 58,INSTANCELEVEL,-5,Production Instance 2,Lakeland Village - Production Instance 2,58,46,84,4,222,35,4,3912,15551
Adoption Test - Account 59,INSTANCELEVEL,-5,Production Instance 2,Lexidata Corporation - Production Instance 2,34,36,116,15,147,24,976,7895,15927
Adoption Test - Account 60,INSTANCELEVEL,-5,Production Instance 2,Madonna Construction Co - Production Instance 2,87,24,129,44,109,46,838,5291,8084
Adoption Test - Account 61,INSTANCELEVEL,-5,Production Instance 2,Magma Power Co - Production Instance 2,91,35,180,75,246,44,917,2310,1584
Adoption Test - Account 62,INSTANCELEVEL,-5,Production Instance 2,Magna Mill Products - Production Instance 2,95,14,123,131,100,9,579,9135,9852
Adoption Test - Account 63,INSTANCELEVEL,-5,Production Instance 2,Majestic Entertainment - Production Instance 2,44,16,86,3,157,7,158,9934,16085
Adoption Test - Account 64,INSTANCELEVEL,-5,Production Instance 2,Mall Side Sports - Production Instance 2,60,26,163,3,152,50,688,3876,18014
Adoption Test - Account 65,INSTANCELEVEL,-5,Production Instance 2,N/S Corp - Production Instance 2,97,45,187,87,178,51,136,1861,4769
